Index, Value
389,0.3
390,0.3
391,0.3
392,0.3
393,0.3
394,0.3
395,0.3
396,0.3
397,0.3
398,0.3
399,0.3
400,2
401,2
402,2
403,2
404,2
405,2
406,2
407,2
408,2
409,2
410,2
411,2
412,2
413,2
414,2
415,2
416,2
417,2
418,2
419,2
420,2
421,2
422,2
423,2
424,2
425,2
426,2
427,2
428,2
429,2
430,2
431,2
432,2
433,2
434,2
435,2
436,2
437,2
438,2
439,1.99997
440,1.99983
441,1.99904
442,1.99559
443,1.98303
444,1.94536
445,1.85262
446,1.66715
447,1.3704
448,0.999463
449,0.650344
450,0.417598
451,0.3196
452,0.3
453,0.3
454,0.3
455,0.3
456,0.3
457,0.3
458,0.3
459,0.3
460,0.3
461,0.3
462,0.3
463,0.3
464,0.3
465,0.3
466,0.3
467,0.3
468,0.3
469,0.3
470,0.3
471,0.3
472,0.3
473,0.3
474,0.3
475,0.3
476,0.3
477,0.3
478,0.3
479,0.3
480,0.3
481,0.3
482,0.3
483,0.3
484,0.3
485,0.3
486,0.3
487,0.3
488,0.3
489,0.3
490,0.3
491,0.3
492,0.3
493,0.3
494,0.3
495,0.3
496,0.3
497,0.3
498,0.3
499,0.3
500,0.3
501,0.3
502,0.3
503,0.3
504,0.3
505,0.3
506,0.3
507,0.3
508,0.3
509,0.3
510,0.3
511,0.3
512,0.3
513,0.3
514,0.3
515,0.3
516,0.3
517,0.3
518,0.3
519,0.3
520,0.3
521,0.3
522,0.3
523,0.3
524,0.3
525,0.3
526,0.3
527,0.3
528,0.3
529,0.3
530,0.3
531,0.3
532,0.3
533,0.3
534,0.3
535,0.3
536,0.3
537,0.3
538,0.3
539,0.3
540,0.3
541,0.3
542,0.3
543,0.3
544,0.3
545,0.3
546,0.3
547,0.3
548,0.3
549,0.3
550,0.3
551,0.3
552,0.3
553,0.3
554,0.3
555,0.3
556,0.3
557,0.3
558,0.3
559,0.3
560,0.3
561,0.3
562,0.3
563,0.3
564,0.3
565,0.3
566,0.3
567,0.3
568,0.3
569,0.3
570,0.3
571,0.3
572,0.3
573,0.3
574,0.3
575,0.3
576,0.3
577,0.3
578,0.3
579,0.3
580,0.3
581,0.3
582,0.3
583,0.3
584,0.3
585,0.3
586,0.3
587,0.3
588,0.3
589,0.3
590,0.3
591,0.3
592,0.3
593,0.3
594,0.3
595,0.3
596,0.3
597,0.3
598,0.3
599,0.3
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,1.99997
638,1.99983
639,1.99904
640,1.99559
641,1.98303
642,1.94536
643,1.85262
644,1.66715
645,1.3704
646,0.999463
647,0.650344
648,0.417598
649,0.3196
650,0.3
651,0.3
652,0.3
653,0.3
654,0.3
655,0.3
656,0.3
657,0.3
658,0.3
659,0.3
660,0.3
661,0.3
662,0.3
663,0.3
664,0.3
665,0.3
666,0.3
667,0.3
668,0.3
669,0.3
670,0.3
671,0.3
672,0.3
673,0.3
674,0.3
675,0.3
676,0.3
677,0.3
678,0.3
679,0.3
680,0.3
681,0.3
682,0.3
683,0.3
684,0.3
685,0.3
686,0.3
687,0.3
688,0.3
689,0.3
690,0.3
691,0.3
692,0.3
693,0.3
694,0.3
695,0.3
696,0.3
697,0.3
698,0.3
699,0.3
700,0.3
701,0.3
702,0.3
703,0.3
704,0.3
705,0.3
706,0.3
707,0.3
708,0.3
709,0.3
710,0.3
711,0.3
712,0.3
713,0.3
714,0.3
715,0.3
716,0.3
717,0.3
718,0.3
719,0.3
720,0.3
721,0.3
722,0.3
723,0.3
724,0.3
725,0.3
726,0.3
727,0.3
728,0.3
729,0.3
730,0.3
731,0.3
732,0.3
733,0.3
734,0.3
735,0.3
736,0.3
737,0.3
738,0.3
739,0.3
740,0.3
741,0.3
742,0.3
743,0.3
744,0.3
745,0.3
746,0.3
747,0.3
748,0.3
749,0.3
750,0.3
751,0.3
752,0.3
753,0.3
754,0.3
755,0.3
756,0.3
757,0.3
758,0.3
759,0.3
760,0.3
761,0.3
762,0.3
763,0.3
764,0.3
765,0.3
766,0.3
767,0.3
768,0.3
769,0.3
770,0.3
771,0.3
772,0.3
773,0.3
774,0.3
775,0.3
776,0.3
777,0.3
778,0.3
779,0.3
780,0.3
781,0.3
782,0.3
783,0.3
784,0.3
785,0.3
786,0.3
787,0.3
788,0.3
789,0.3
790,0.3
791,0.3
792,0.3
793,0.3
794,0.3
795,0.3
796,0.3
797,0.3
798,0.3
799,0.3
800,2
801,2
802,2
803,2
804,2
805,2
806,2
807,2
808,2
809,2
810,2
811,2
812,2
813,2
814,2
815,2
816,2
817,2
818,2
819,2
820,2
821,2
822,2
823,2
824,2
825,2
826,2
827,2
828,2
829,2
830,2
831,2
832,2
833,2
834,1.99997
835,1.99983
836,1.99904
837,1.99559
838,1.98303
839,1.94536
840,1.85262
841,1.66715
842,1.3704
843,0.999463
844,0.650344
845,0.417598
846,0.3196
847,0.3
848,0.3
849,0.3
850,0.3
851,0.3
852,0.3
853,0.3
854,0.3
855,0.3
856,0.3
857,0.3
858,0.3
859,0.3
860,0.3
861,0.3
862,0.3
863,0.3
864,0.3
865,0.3
866,0.3
867,0.3
868,0.3
869,0.3
870,0.3
871,0.3
872,0.3
873,0.3
874,0.3
875,0.3
876,0.3
877,0.3
878,0.3
879,0.3
880,0.3
881,0.3
882,0.3
883,0.3
884,0.3
885,0.3
886,0.3
887,0.3
888,0.3
889,0.3
890,0.3
891,0.3
892,0.3
893,0.3
894,0.3
895,0.3
896,0.3
897,0.3
898,0.3
899,0.3
900,0.3
901,0.3
902,0.3
903,0.3
904,0.3
905,0.3
906,0.3
907,0.3
908,0.3
909,0.3
910,0.3
911,0.3
912,0.3
913,0.3
914,0.3
915,0.3
916,0.3
917,0.3
918,0.3
919,0.3
920,0.3
921,0.3
922,0.3
923,0.3
924,0.3
925,0.3
926,0.3
927,0.3
928,0.3
929,0.3
930,0.3
931,0.3
932,0.3
933,0.3
934,0.3
935,0.3
936,0.3
937,0.3
938,0.3
939,0.3
940,0.3
941,0.3
942,0.3
943,0.3
944,0.3
945,0.3
946,0.3
947,0.3
948,0.3
949,0.3
950,0.3
951,0.3
952,0.3
953,0.3
954,0.3
955,0.3
956,0.3
957,0.3
958,0.3
959,0.3
960,0.3
961,0.3
962,0.3
963,0.3
964,0.3
965,0.3
966,0.3
967,0.3
968,0.3
969,0.3
970,0.3
971,0.3
972,0.3
973,0.3
974,0.3
975,0.3
976,0.3
977,0.3
978,0.3
979,0.3
980,0.3
981,0.3
982,0.3
983,0.3
984,0.3
985,0.3
986,0.3
987,0.3
988,0.3
989,0.3
990,0.3
991,0.3
992,0.3
993,0.3
994,0.3
995,0.3
996,0.3
997,0.3
998,0.3
999,0.3
1000,2
1001,2
1002,2
1003,2
1004,2
1005,2
1006,2
1007,2
1008,2
1009,2
1010,2
1011,2
1012,2
1013,2
1014,2
1015,2
1016,2
1017,2
1018,2
1019,2
1020,2
1021,2
1022,2
1023,2
1024,2
1025,2
1026,2
1027,2
1028,2
1029,2
1030,2
1031,2
1032,1.99997
1033,1.99983
1034,1.99904
1035,1.99559
1036,1.98303
1037,1.94536
1038,1.85262
1039,1.66715
1040,1.3704
1041,0.999463
1042,0.650344
1043,0.417598
1044,0.3196
1045,0.3
1046,0.3
1047,0.3
1048,0.3
1049,0.3
1050,0.3
1051,0.3
1052,0.3
1053,0.3
1054,0.3
1055,0.3
1056,0.3
1057,0.3
1058,0.3
1059,0.3
1060,0.3
1061,0.3
1062,0.3
1063,0.3
1064,0.3
1065,0.3
1066,0.3
1067,0.3
1068,0.3
1069,0.3
1070,0.3
1071,0.3
1072,0.3
1073,0.3
1074,0.3
1075,0.3
1076,0.3
1077,0.3
1078,0.3
1079,0.3
1080,0.3
1081,0.3
1082,0.3
1083,0.3
1084,0.3
1085,0.3
1086,0.3
1087,0.3
1088,0.3
1089,0.3
1090,0.3
1091,0.3
1092,0.3
1093,0.3
1094,0.3
1095,0.3
1096,0.3
1097,0.3
1098,0.3
1099,0.3
1100,0.3
1101,0.3
1102,0.3
1103,0.3
1104,0.3
1105,0.3
1106,0.3
1107,0.3
1108,0.3
1109,0.3
1110,0.3
1111,0.3
1112,0.3
1113,0.3
1114,0.3
1115,0.3
1116,0.3
1117,0.3
1118,0.3
1119,0.3
1120,0.3
1121,0.3
1122,0.3
1123,0.3
1124,0.3
1125,0.3
1126,0.3
1127,0.3
1128,0.3
1129,0.3
1130,0.3
1131,0.3
1132,0.3
1133,0.3
1134,0.3
1135,0.3
1136,0.3
1137,0.3
1138,0.3
1139,0.3
1140,0.3
1141,0.3
1142,0.3
1143,0.3
1144,0.3
1145,0.3
1146,0.3
1147,0.3
1148,0.3
1149,0.3
1150,0.3
1151,0.3
1152,0.3
1153,0.3
1154,0.3
1155,0.3
1156,0.3
1157,0.3
1158,0.3
1159,0.3
1160,0.3
1161,0.3
1162,0.3
1163,0.3
1164,0.3
1165,0.3
1166,0.3
1167,0.3
1168,0.3
1169,0.3
1170,0.3
1171,0.3
1172,0.3
1173,0.3
1174,0.3
1175,0.3
1176,0.3
1177,0.3
1178,0.3
1179,0.3
1180,0.3
1181,0.3
1182,0.3
1183,0.3
1184,0.3
1185,0.3
1186,0.3
1187,0.3
1188,0.3
1189,0.3
1190,0.3
1191,0.3
1192,0.3
1193,0.3
1194,0.3
1195,0.3
1196,0.3
1197,0.3
1198,0.3
1199,0.3
1200,2
1201,2
1202,2
1203,2
1204,2
1205,2
1206,2
1207,2
1208,2
1209,2
1210,2
1211,2
1212,2
1213,2
1214,2
1215,2
1216,2
1217,2
1218,2
1219,2
1220,2
1221,2
1222,2
1223,2
1224,2
1225,2
1226,2
1227,2
1228,2
1229,2
1230,1.99997
1231,1.99983
1232,1.99904
1233,1.99559
1234,1.98303
1235,1.94536
1236,1.85262
1237,1.66715
1238,1.3704
1239,0.999463
1240,0.650344
1241,0.417598
1242,0.3196
1243,0.3
1244,0.3
1245,0.3
1246,0.3
1247,0.3
1248,0.3
1249,0.3
1250,0.3
1251,0.3
1252,0.3
1253,0.3
1254,0.3
1255,0.3
1256,0.3
1257,0.3
1258,0.3
1259,0.3
1260,0.3
1261,0.3
1262,0.3
1263,0.3
1264,0.3
1265,0.3
1266,0.3
1267,0.3
1268,0.3
1269,0.3
1270,0.3
1271,0.3
1272,0.3
1273,0.3
1274,0.3
1275,0.3
1276,0.3
1277,0.3
1278,0.3
1279,0.3
1280,0.3
1281,0.3
1282,0.3
1283,0.3
1284,0.3
1285,0.3
1286,0.3
1287,0.3
1288,0.3
1289,0.3
1290,0.3
1291,0.3
1292,0.3
1293,0.3
1294,0.3
1295,0.3
1296,0.3
1297,0.3
1298,0.3
1299,0.3
1300,0.3
1301,0.3
1302,0.3
1303,0.3
1304,0.3
1305,0.3
1306,0.3
1307,0.3
1308,0.3
1309,0.3
1310,0.3
1311,0.3
1312,0.3
1313,0.3
1314,0.3
1315,0.3
1316,0.3
1317,0.3
1318,0.3
1319,0.3
1320,0.3
1321,0.3
1322,0.3
1323,0.3
1324,0.3
1325,0.3
1326,0.3
1327,0.3
1328,0.3
1329,0.3
1330,0.3
1331,0.3
1332,0.3
1333,0.3
1334,0.3
1335,0.3
1336,0.3
1337,0.3
1338,0.3
1339,0.3
1340,0.3
1341,0.3
1342,0.3
1343,0.3
1344,0.3
1345,0.3
1346,0.3
1347,0.3
1348,0.3
1349,0.3
1350,0.3
1351,0.3
1352,0.3
1353,0.3
1354,0.3
1355,0.3
1356,0.3
1357,0.3
1358,0.3
1359,0.3
1360,0.3
1361,0.3
1362,0.3
1363,0.3
1364,0.3
1365,0.3
1366,0.3
1367,0.3
1368,0.3
1369,0.3
1370,0.3
1371,0.3
1372,0.3
1373,0.3
1374,0.3
1375,0.3
1376,0.3
1377,0.3
1378,0.3
1379,0.3
1380,0.3
1381,0.3
1382,0.3
1383,0.3
1384,0.3
1385,0.3
1386,0.3
1387,0.3
1388,0.3
1389,0.3
1390,0.3
1391,0.3
1392,0.3
1393,0.3
1394,0.3
1395,0.3
1396,0.3
1397,0.3
1398,0.3
1399,0.3
1400,2
1401,2
1402,2
1403,2
1404,2
1405,2
1406,2
1407,2
1408,2
1409,2
1410,2
1411,2
1412,2
1413,2
1414,2
1415,2
1416,2
1417,2
1418,2
1419,2
1420,2
1421,2
1422,2
1423,2
1424,2
1425,2
1426,2
1427,2
1428,2
1429,1.99997
1430,1.99983
1431,1.99904
1432,1.99559
1433,1.98303
1434,1.94536
1435,1.85262
1436,1.66715
1437,1.3704
1438,0.999463
1439,0.650344
1440,0.417598
1441,0.3196
1442,0.3
1443,0.3
1444,0.3
1445,0.3
1446,0.3
1447,0.3
1448,0.3
1449,0.3
1450,0.3
1451,0.3
1452,0.3
1453,0.3
1454,0.3
1455,0.3
1456,0.3
1457,0.3
1458,0.3
1459,0.3
1460,0.3
1461,0.3
1462,0.3
1463,0.3
1464,0.3
1465,0.3
1466,0.3
1467,0.3
1468,0.3
1469,0.3
1470,0.3
1471,0.3
1472,0.3
1473,0.3
1474,0.3
1475,0.3
1476,0.3
1477,0.3
1478,0.3
1479,0.3
1480,0.3
1481,0.3
1482,0.3
1483,0.3
1484,0.3
1485,0.3
1486,0.3
1487,0.3
1488,0.3
1489,0.3
1490,0.3
1491,0.3
1492,0.3
1493,0.3
1494,0.3
1495,0.3
1496,0.3
1497,0.3
1498,0.3
1499,0.3
1500,0.3
1501,0.3
1502,0.3
1503,0.3
1504,0.3
1505,0.3
1506,0.3
1507,0.3
1508,0.3
1509,0.3
1510,0.3
1511,0.3
1512,0.3
1513,0.3
1514,0.3
1515,0.3
1516,0.3
1517,0.3
1518,0.3
1519,0.3
1520,0.3
1521,0.3
1522,0.3
1523,0.3
1524,0.3
1525,0.3
1526,0.3
1527,0.3
1528,0.3
1529,0.3
1530,0.3
1531,0.3
1532,0.3
1533,0.3
1534,0.3
1535,0.3
1536,0.3
1537,0.3
1538,0.3
1539,0.3
1540,0.3
1541,0.3
1542,0.3
1543,0.3
1544,0.3
1545,0.3
1546,0.3
1547,0.3
1548,0.3
1549,0.3
1550,0.3
1551,0.3
1552,0.3
1553,0.3
1554,0.3
1555,0.3
1556,0.3
1557,0.3
1558,0.3
1559,0.3
1560,0.3
1561,0.3
1562,0.3
1563,0.3
1564,0.3
1565,0.3
1566,0.3
1567,0.3
1568,0.3
1569,0.3
1570,0.3
1571,0.3
1572,0.3
1573,0.3
1574,0.3
1575,0.3
1576,0.3
1577,0.3
1578,0.3
1579,0.3
1580,0.3
1581,0.3
1582,0.3
1583,0.3
1584,0.3
1585,0.3
1586,0.3
1587,0.3
1588,0.3
1589,0.3
1590,0.3
1591,0.3
1592,0.3
1593,0.3
1594,0.3
1595,0.3
1596,0.3
1597,0.3
1598,0.3
1599,0.3
1600,2
1601,2
1602,2
1603,2
1604,2
1605,2
1606,2
1607,2
1608,2
1609,2
1610,2
1611,2
1612,2
1613,2
1614,2
1615,2
1616,2
1617,2
1618,2
1619,2
1620,2
1621,2
1622,2
1623,2
1624,2
1625,2
1626,2
1627,2
1628,1.99997
1629,1.99983
1630,1.99904
1631,1.99559
1632,1.98303
1633,1.94536
1634,1.85262
1635,1.66715
1636,1.3704
1637,0.999463
1638,0.650344
1639,0.417598
1640,0.3196
1641,0.3
1642,0.3
1643,0.3
1644,0.3
1645,0.3
1646,0.3
1647,0.3
1648,0.3
1649,0.3
1650,0.3
1651,0.3
1652,0.3
1653,0.3
1654,0.3
1655,0.3
1656,0.3
1657,0.3
1658,0.3
1659,0.3
1660,0.3
1661,0.3
1662,0.3
1663,0.3
1664,0.3
1665,0.3
1666,0.3
1667,0.3
1668,0.3
1669,0.3
1670,0.3
1671,0.3
1672,0.3
1673,0.3
1674,0.3
1675,0.3
1676,0.3
1677,0.3
1678,0.3
1679,0.3
1680,0.3
1681,0.3
1682,0.3
1683,0.3
1684,0.3
1685,0.3
1686,0.3
1687,0.3
1688,0.3
1689,0.3
1690,0.3
1691,0.3
1692,0.3
1693,0.3
1694,0.3
1695,0.3
1696,0.3
1697,0.3
1698,0.3
1699,0.3
1700,0.3
1701,0.3
1702,0.3
1703,0.3
1704,0.3
1705,0.3
1706,0.3
1707,0.3
1708,0.3
1709,0.3
1710,0.3
1711,0.3
1712,0.3
1713,0.3
1714,0.3
1715,0.3
1716,0.3
1717,0.3
1718,0.3
1719,0.3
1720,0.3
1721,0.3
1722,0.3
1723,0.3
1724,0.3
1725,0.3
1726,0.3
1727,0.3
1728,0.3
1729,0.3
1730,0.3
1731,0.3
1732,0.3
1733,0.3
1734,0.3
1735,0.3
1736,0.3
1737,0.3
1738,0.3
1739,0.3
1740,0.3
1741,0.3
1742,0.3
1743,0.3
1744,0.3
1745,0.3
1746,0.3
1747,0.3
1748,0.3
1749,0.3
1750,0.3
1751,0.3
1752,0.3
1753,0.3
1754,0.3
1755,0.3
1756,0.3
1757,0.3
1758,0.3
1759,0.3
1760,0.3
1761,0.3
1762,0.3
1763,0.3
1764,0.3
1765,0.3
1766,0.3
1767,0.3
1768,0.3
1769,0.3
1770,0.3
1771,0.3
1772,0.3
1773,0.3
1774,0.3
1775,0.3
1776,0.3
1777,0.3
1778,0.3
1779,0.3
1780,0.3
1781,0.3
1782,0.3
1783,0.3
1784,0.3
1785,0.3
1786,0.3
1787,0.3
1788,0.3
1789,0.3
1790,0.3
1791,0.3
1792,0.3
1793,0.3
1794,0.3
1795,0.3
1796,0.3
1797,0.3
1798,0.3
1799,0.3
1800,2
1801,2
1802,2
1803,2
1804,2
1805,2
1806,2
1807,2
1808,2
1809,2
1810,2
1811,2
1812,2
1813,2
1814,2
1815,2
1816,2
1817,2
1818,2
1819,2
1820,2
1821,2
1822,2
1823,2
1824,2
1825,2
1826,2
1827,1.99997
1828,1.99983
1829,1.99904
1830,1.99559
1831,1.98303
1832,1.94536
1833,1.85262
1834,1.66715
1835,1.3704
1836,0.999463
1837,0.650344
1838,0.417598
1839,0.3196
1840,0.3
1841,0.3
1842,0.3
1843,0.3
1844,0.3
1845,0.3
1846,0.3
1847,0.3
1848,0.3
1849,0.3
1850,0.3
1851,0.3
1852,0.3
1853,0.3
1854,0.3
1855,0.3
1856,0.3
1857,0.3
1858,0.3
1859,0.3
1860,0.3
1861,0.3
1862,0.3
1863,0.3
1864,0.3
1865,0.3
1866,0.3
1867,0.3
1868,0.3
1869,0.3
1870,0.3
1871,0.3
1872,0.3
1873,0.3
1874,0.3
1875,0.3
1876,0.3
1877,0.3
1878,0.3
1879,0.3
1880,0.3
1881,0.3
1882,0.3
1883,0.3
1884,0.3
1885,0.3
1886,0.3
1887,0.3
1888,0.3
1889,0.3
1890,0.3
1891,0.3
1892,0.3
1893,0.3
1894,0.3
1895,0.3
1896,0.3
1897,0.3
1898,0.3
1899,0.3
1900,0.3
1901,0.3
1902,0.3
1903,0.3
1904,0.3
1905,0.3
1906,0.3
1907,0.3
1908,0.3
1909,0.3
1910,0.3
1911,0.3
1912,0.3
1913,0.3
1914,0.3
1915,0.3
1916,0.3
1917,0.3
1918,0.3
1919,0.3
1920,0.3
1921,0.3
1922,0.3
1923,0.3
1924,0.3
1925,0.3
1926,0.3
1927,0.3
1928,0.3
1929,0.3
1930,0.3
1931,0.3
1932,0.3
1933,0.3
1934,0.3
1935,0.3
1936,0.3
1937,0.3
1938,0.3
1939,0.3
1940,0.3
1941,0.3
1942,0.3
1943,0.3
1944,0.3
1945,0.3
1946,0.3
1947,0.3
1948,0.3
1949,0.3
1950,0.3
1951,0.3
1952,0.3
1953,0.3
1954,0.3
1955,0.3
1956,0.3
1957,0.3
1958,0.3
1959,0.3
1960,0.3
1961,0.3
1962,0.3
1963,0.3
1964,0.3
1965,0.3
1966,0.3
1967,0.3
1968,0.3
1969,0.3
1970,0.3
1971,0.3
1972,0.3
1973,0.3
1974,0.3
1975,0.3
1976,0.3
1977,0.3
1978,0.3
1979,0.3
1980,0.3
1981,0.3
1982,0.3
1983,0.3
1984,0.3
1985,0.3
1986,0.3
1987,0.3
1988,0.3
1989,0.3
1990,0.3
1991,0.3
1992,0.3
1993,0.3
1994,0.3
1995,0.3
1996,0.3
1997,0.3
1998,0.3
1999,0.3
2000,2
2001,2
2002,2
2003,2
2004,2
2005,2
2006,2
2007,2
2008,2
2009,2
2010,2
2011,2
2012,2
2013,2
2014,2
2015,2
2016,2
2017,2
2018,2
2019,2
2020,2
2021,2
2022,2
2023,2
2024,2
2025,2
2026,2
2027,1.99997
2028,1.99983
2029,1.99904
2030,1.99559
2031,1.98303
2032,1.94536
2033,1.85262
2034,1.66715
2035,1.3704
2036,0.999463
2037,0.650344
2038,0.417598
2039,0.3196
2040,0.3
2041,0.3
2042,0.3
2043,0.3
2044,0.3
2045,0.3
2046,0.3
2047,0.3
2048,0.3
2049,0.3
2050,0.3
2051,0.3
2052,0.3
2053,0.3
2054,0.3
2055,0.3
2056,0.3
2057,0.3
2058,0.3
2059,0.3
2060,0.3
2061,0.3
2062,0.3
2063,0.3
2064,0.3
2065,0.3
2066,0.3
2067,0.3
2068,0.3
2069,0.3
2070,0.3
2071,0.3
2072,0.3
2073,0.3
2074,0.3
2075,0.3
2076,0.3
2077,0.3
2078,0.3
2079,0.3
2080,0.3
2081,0.3
2082,0.3
2083,0.3
2084,0.3
2085,0.3
2086,0.3
2087,0.3
2088,0.3
2089,0.3
2090,0.3
2091,0.3
2092,0.3
2093,0.3
2094,0.3
2095,0.3
2096,0.3
2097,0.3
2098,0.3
2099,0.3
2100,0.3
2101,0.3
2102,0.3
2103,0.3
2104,0.3
2105,0.3
2106,0.3
2107,0.3
2108,0.3
2109,0.3
2110,0.3
2111,0.3
2112,0.3
2113,0.3
2114,0.3
2115,0.3
2116,0.3
2117,0.3
2118,0.3
2119,0.3
2120,0.3
2121,0.3
2122,0.3
2123,0.3
2124,0.3
2125,0.3
2126,0.3
2127,0.3
2128,0.3
2129,0.3
2130,0.3
2131,0.3
2132,0.3
2133,0.3
2134,0.3
2135,0.3
2136,0.3
2137,0.3
2138,0.3
2139,0.3
2140,0.3
2141,0.3
2142,0.3
2143,0.3
2144,0.3
2145,0.3
2146,0.3
2147,0.3
2148,0.3
2149,0.3
2150,0.3
2151,0.3
2152,0.3
2153,0.3
2154,0.3
2155,0.3
2156,0.3
2157,0.3
2158,0.3
2159,0.3
2160,0.3
2161,0.3
2162,0.3
2163,0.3
2164,0.3
2165,0.3
2166,0.3
2167,0.3
2168,0.3
2169,0.3
2170,0.3
2171,0.3
2172,0.3
2173,0.3
2174,0.3
2175,0.3
2176,0.3
2177,0.3
2178,0.3
2179,0.3
2180,0.3
2181,0.3
2182,0.3
2183,0.3
2184,0.3
2185,0.3
2186,0.3
2187,0.3
2188,0.3
2189,0.3
2190,0.3
2191,0.3
2192,0.3
2193,0.3
2194,0.3
2195,0.3
2196,0.3
2197,0.3
2198,0.3
2199,0.3
2200,2
2201,2
2202,2
2203,2
2204,2
2205,2
2206,2
2207,2
2208,2
2209,2
2210,2
2211,2
2212,2
2213,2
2214,2
2215,2
2216,2
2217,2
2218,2
2219,2
2220,2
2221,2
2222,2
2223,2
2224,2
2225,2
2226,2
2227,2
2228,1.99997
2229,1.99983
2230,1.99904
2231,1.99559
2232,1.98303
